index,actual,predicted,probability,cumulative_pos
242,0.0,0.0,0.0,42
243,0.0,0.0,0.0,42
244,0.0,0.0,0.0,42
245,0.0,0.0,0.0,42
246,0.0,0.0,0.2,42
247,0.0,0.0,0.0,42
248,0.0,0.0,0.0,42
249,0.0,0.0,0.0,42
250,0.0,0.0,0.0,42
251,0.0,0.0,0.0,42
252,0.0,0.0,0.0,42
253,0.0,0.0,0.0,42
254,0.0,0.0,0.0,42
255,0.0,0.0,0.0,42
256,0.0,0.0,0.0,42
257,0.0,0.0,0.0,42
258,0.0,0.0,0.0,42
259,0.0,0.0,0.0,42
260,1.0,1.0,1.0,43
261,0.0,0.0,0.0,43
262,1.0,1.0,1.0,44
263,0.0,0.0,0.0,44
264,0.0,0.0,0.0,44
265,0.0,0.0,0.0,44
266,0.0,0.0,0.0,44
267,0.0,0.0,0.0,44
268,0.0,0.0,0.0,44
269,0.0,0.0,0.0,44
270,0.0,0.0,0.0,44
271,0.0,0.0,0.0,44
272,0.0,0.0,0.0,44
273,1.0,1.0,0.75,45
274,0.0,0.0,0.0,45
275,1.0,1.0,1.0,46
276,1.0,1.0,1.0,47
277,0.0,0.0,0.2,47
278,0.0,0.0,0.0,47
279,0.0,0.0,0.0,47
280,0.0,0.0,0.0,47
281,0.0,0.0,0.0,47
282,0.0,0.0,0.0,47
283,0.0,0.0,0.0,47
284,0.0,0.0,0.0,47
285,0.0,0.0,0.0,47
286,0.0,0.0,0.0,47
287,1.0,1.0,1.0,48
288,0.0,0.0,0.0,48
289,0.0,0.0,0.0,48
290,0.0,0.0,0.0,48
291,0.0,0.0,0.0,48
292,0.0,0.0,0.0,48
293,1.0,1.0,1.0,49
294,0.0,0.0,0.0,49
295,0.0,0.0,0.0,49
296,0.0,0.0,0.0,49
297,0.0,0.0,0.0,49
298,0.0,0.0,0.0,49
299,0.0,0.0,0.0,49
300,1.0,1.0,0.6666666666666666,50
301,0.0,0.0,0.0,50
302,0.0,0.0,0.0,50
303,0.0,0.0,0.0,50
304,0.0,0.0,0.0,50
305,0.0,0.0,0.0,50
306,0.0,0.0,0.0,50
307,1.0,1.0,1.0,51
308,0.0,0.0,0.0,51
309,1.0,1.0,1.0,52
310,0.0,0.0,0.0,52
311,1.0,1.0,1.0,53
312,0.0,0.0,0.0,53
313,0.0,0.0,0.0,53
314,0.0,0.0,0.0,53
315,0.0,0.0,0.0,53
316,0.0,0.0,0.0,53
317,1.0,1.0,1.0,54
318,0.0,0.0,0.0,54
319,0.0,0.0,0.0,54
320,0.0,0.0,0.0,54
321,0.0,0.0,0.0,54
322,0.0,0.0,0.0,54
323,1.0,1.0,1.0,55
324,0.0,0.0,0.0,55
325,0.0,0.0,0.0,55
326,1.0,1.0,1.0,56
327,0.0,0.0,0.0,56
328,0.0,0.0,0.0,56
329,0.0,0.0,0.0,56
330,0.0,0.0,0.0,56
331,0.0,0.0,0.0,56
332,1.0,1.0,1.0,57
333,0.0,0.0,0.0,57
334,0.0,0.0,0.0,57
335,1.0,1.0,1.0,58
336,0.0,0.0,0.3333333333333333,58
337,0.0,0.0,0.0,58
338,1.0,1.0,1.0,59
339,0.0,0.0,0.0,59
340,1.0,1.0,1.0,60
341,0.0,0.0,0.0,60
342,0.0,0.0,0.0,60
343,0.0,0.0,0.0,60
344,0.0,0.0,0.0,60
345,0.0,0.0,0.0,60
346,0.0,0.0,0.0,60
347,0.0,0.0,0.0,60
348,0.0,0.0,0.0,60
349,0.0,0.0,0.0,60
350,0.0,0.0,0.0,60
351,0.0,0.0,0.0,60
352,0.0,0.0,0.0,60
353,1.0,0.0,0.25,61
354,0.0,0.0,0.0,61
355,0.0,0.0,0.0,61
356,0.0,0.0,0.0,61
357,0.0,0.0,0.0,61
358,0.0,0.0,0.0,61
359,0.0,0.0,0.0,61
360,0.0,0.0,0.0,61
361,1.0,1.0,1.0,62
362,0.0,0.0,0.0,62
363,0.0,0.0,0.0,62
364,0.0,0.0,0.0,62
365,0.0,0.0,0.0,62
366,0.0,0.0,0.0,62
367,0.0,0.0,0.0,62
368,0.0,0.0,0.3333333333333333,62
369,0.0,0.0,0.0,62
370,0.0,0.0,0.0,62
371,0.0,0.0,0.0,62
372,0.0,0.0,0.0,62
373,0.0,0.0,0.0,62
374,0.0,0.0,0.0,62
375,0.0,0.0,0.0,62
376,0.0,0.0,0.0,62
377,0.0,0.0,0.0,62
378,0.0,0.0,0.0,62
379,0.0,0.0,0.0,62
380,0.0,0.0,0.0,62
381,0.0,0.0,0.0,62
382,1.0,1.0,1.0,63
383,0.0,0.0,0.0,63
384,0.0,0.0,0.0,63
385,0.0,0.0,0.0,63
386,0.0,0.0,0.0,63
387,0.0,0.0,0.0,63
388,0.0,0.0,0.0,63
389,0.0,0.0,0.0,63
390,1.0,1.0,1.0,64
391,0.0,0.0,0.0,64
392,0.0,0.0,0.0,64
393,0.0,0.0,0.0,64
394,0.0,0.0,0.0,64
395,1.0,1.0,1.0,65
396,0.0,0.0,0.0,65
397,0.0,0.0,0.0,65
398,0.0,0.0,0.0,65
399,0.0,0.0,0.0,65
400,0.0,0.0,0.0,65
401,0.0,0.0,0.0,65
402,0.0,0.0,0.0,65
403,0.0,0.0,0.0,65
404,0.0,0.0,0.0,65
405,0.0,0.0,0.0,65
406,1.0,1.0,1.0,66
407,0.0,1.0,0.6666666666666666,66
408,1.0,1.0,0.6,67
409,0.0,0.0,0.0,67
410,0.0,0.0,0.0,67
411,0.0,0.0,0.0,67
412,0.0,0.0,0.0,67
413,0.0,0.0,0.0,67
414,1.0,1.0,0.8,68
415,0.0,0.0,0.0,68
416,0.0,0.0,0.0,68
417,0.0,0.0,0.0,68
418,0.0,0.0,0.0,68
419,0.0,0.0,0.0,68
420,0.0,0.0,0.0,68
421,0.0,0.0,0.0,68
422,0.0,0.0,0.0,68
423,0.0,0.0,0.0,68
424,0.0,0.0,0.0,68
425,1.0,1.0,1.0,69
426,1.0,1.0,1.0,70
427,1.0,1.0,1.0,71
428,0.0,0.0,0.0,71
429,0.0,0.0,0.0,71
430,1.0,1.0,0.6666666666666666,72
431,0.0,0.0,0.0,72
432,0.0,0.0,0.0,72
433,0.0,0.0,0.0,72
434,1.0,0.0,0.3333333333333333,73
435,1.0,1.0,1.0,74
436,0.0,0.0,0.0,74
437,0.0,0.0,0.0,74
438,1.0,1.0,1.0,75
439,0.0,0.0,0.0,75
440,0.0,0.0,0.0,75
441,0.0,0.0,0.0,75
442,0.0,0.0,0.0,75
443,1.0,1.0,1.0,76
444,0.0,0.0,0.0,76
445,0.0,0.0,0.0,76
446,1.0,1.0,1.0,77
447,0.0,0.0,0.0,77
448,0.0,0.0,0.0,77
449,1.0,1.0,0.6666666666666666,78
450,0.0,0.0,0.0,78
451,0.0,0.0,0.0,78
452,0.0,0.0,0.0,78
453,0.0,0.0,0.0,78
454,1.0,1.0,1.0,79
455,0.0,0.0,0.0,79
456,0.0,0.0,0.0,79
457,0.0,0.0,0.4,79
458,1.0,1.0,1.0,80
459,0.0,0.0,0.0,80
460,0.0,0.0,0.0,80
461,0.0,0.0,0.0,80
462,0.0,0.0,0.0,80
463,0.0,0.0,0.0,80
464,0.0,0.0,0.0,80
465,1.0,1.0,1.0,81
466,0.0,0.0,0.5,81
467,0.0,0.0,0.0,81
468,0.0,0.0,0.3333333333333333,81
469,0.0,0.0,0.2,81
470,0.0,0.0,0.0,81
471,1.0,1.0,0.8,82
472,0.0,0.0,0.0,82
473,0.0,0.0,0.0,82
474,0.0,0.0,0.0,82
475,0.0,0.0,0.0,82
476,0.0,0.0,0.0,82
477,0.0,0.0,0.0,82
478,0.0,0.0,0.0,82
479,0.0,0.0,0.0,82
480,0.0,0.0,0.0,82
481,0.0,0.0,0.0,82
482,0.0,0.0,0.0,82
483,0.0,0.0,0.0,82
484,0.0,0.0,0.0,82
485,0.0,0.0,0.0,82
486,1.0,1.0,1.0,83
487,0.0,0.0,0.0,83
488,0.0,0.0,0.0,83
489,0.0,0.0,0.0,83
490,0.0,0.0,0.0,83
491,0.0,1.0,0.6666666666666666,83
492,0.0,0.0,0.0,83
493,0.0,0.0,0.0,83
494,1.0,1.0,0.6666666666666666,84
495,0.0,0.0,0.0,84
496,0.0,0.0,0.0,84
497,0.0,0.0,0.0,84
498,0.0,0.0,0.0,84
499,0.0,0.0,0.0,84
500,1.0,1.0,1.0,85
501,0.0,0.0,0.0,85
502,0.0,0.0,0.0,85
503,1.0,1.0,1.0,86
504,0.0,0.0,0.0,86
505,0.0,0.0,0.0,86
506,0.0,0.0,0.0,86
507,0.0,0.0,0.0,86
508,0.0,0.0,0.0,86
509,0.0,0.0,0.0,86
510,0.0,0.0,0.0,86
511,0.0,0.0,0.3333333333333333,86
512,0.0,0.0,0.0,86
513,0.0,0.0,0.0,86
514,0.0,0.0,0.0,86
515,0.0,0.0,0.0,86
516,0.0,0.0,0.0,86
517,0.0,0.0,0.0,86
518,0.0,0.0,0.0,86
519,0.0,0.0,0.0,86
520,1.0,0.0,0.2,87
521,0.0,0.0,0.0,87
522,1.0,1.0,0.6666666666666666,88
523,0.0,0.0,0.0,88
524,0.0,0.0,0.0,88
525,0.0,0.0,0.0,88
526,0.0,0.0,0.0,88
527,0.0,0.0,0.0,88
528,0.0,0.0,0.0,88
529,0.0,0.0,0.0,88
530,0.0,0.0,0.0,88
531,0.0,0.0,0.0,88
532,0.0,0.0,0.0,88
533,0.0,0.0,0.0,88
534,0.0,0.0,0.0,88
535,0.0,0.0,0.0,88
536,0.0,0.0,0.0,88
537,0.0,0.0,0.0,88
538,1.0,1.0,1.0,89
539,0.0,0.0,0.0,89
540,0.0,0.0,0.0,89
541,0.0,0.0,0.0,89
542,0.0,0.0,0.0,89
543,1.0,1.0,1.0,90
544,0.0,0.0,0.0,90
545,0.0,0.0,0.0,90
546,0.0,0.0,0.0,90
547,0.0,0.0,0.0,90
548,0.0,0.0,0.0,90
549,0.0,0.0,0.0,90
550,1.0,1.0,1.0,91
551,0.0,0.0,0.0,91
552,0.0,0.0,0.0,91
553,1.0,1.0,1.0,92
554,0.0,0.0,0.0,92
555,0.0,0.0,0.2,92
556,0.0,0.0,0.0,92
557,0.0,0.0,0.0,92
558,0.0,0.0,0.0,92
559,0.0,0.0,0.0,92
560,0.0,0.0,0.0,92
561,0.0,0.0,0.0,92
562,0.0,0.0,0.0,92
563,0.0,0.0,0.0,92
564,0.0,0.0,0.0,92
565,0.0,0.0,0.0,92
566,0.0,0.0,0.0,92
567,0.0,0.0,0.0,92
568,0.0,0.0,0.0,92
569,0.0,0.0,0.0,92
570,0.0,0.0,0.0,92
571,0.0,0.0,0.0,92
572,0.0,0.0,0.0,92
573,0.0,0.0,0.0,92
574,0.0,0.0,0.0,92
575,0.0,0.0,0.0,92
576,0.0,0.0,0.0,92
577,0.0,0.0,0.0,92
578,1.0,1.0,1.0,93
579,0.0,0.0,0.0,93
580,1.0,1.0,1.0,94
581,0.0,0.0,0.0,94
582,0.0,0.0,0.0,94
583,0.0,0.0,0.0,94
584,0.0,0.0,0.0,94
585,0.0,0.0,0.0,94
586,0.0,0.0,0.0,94
587,0.0,0.0,0.0,94
588,0.0,0.0,0.0,94
589,0.0,0.0,0.0,94
590,0.0,0.0,0.0,94
591,0.0,0.0,0.0,94
592,0.0,0.0,0.0,94
593,0.0,0.0,0.0,94
594,0.0,0.0,0.5,94
595,0.0,0.0,0.0,94
596,0.0,0.0,0.0,94
597,0.0,0.0,0.0,94
598,0.0,0.0,0.0,94
599,0.0,0.0,0.0,94
600,0.0,0.0,0.0,94
601,1.0,1.0,1.0,95
602,0.0,0.0,0.0,95
603,0.0,0.0,0.0,95
604,0.0,0.0,0.0,95
605,0.0,0.0,0.0,95
606,0.0,0.0,0.0,95
607,1.0,1.0,1.0,96
608,0.0,0.0,0.0,96
609,0.0,0.0,0.0,96
610,1.0,1.0,1.0,97
611,0.0,0.0,0.3333333333333333,97
612,0.0,0.0,0.0,97
613,0.0,0.0,0.0,97
614,0.0,0.0,0.0,97
615,0.0,0.0,0.0,97
616,0.0,0.0,0.0,97
617,1.0,1.0,1.0,98
618,0.0,0.0,0.0,98
619,0.0,0.0,0.0,98
620,0.0,0.0,0.0,98
621,0.0,0.0,0.0,98
622,0.0,0.0,0.0,98
623,0.0,0.0,0.0,98
624,0.0,0.0,0.0,98
625,0.0,0.0,0.0,98
626,0.0,1.0,0.6666666666666666,98
627,0.0,0.0,0.0,98
628,0.0,0.0,0.0,98
629,0.0,0.0,0.0,98
630,0.0,0.0,0.0,98
631,0.0,0.0,0.3333333333333333,98
632,0.0,0.0,0.25,98
633,0.0,0.0,0.0,98
634,0.0,0.0,0.0,98
635,0.0,0.0,0.0,98
636,0.0,0.0,0.0,98
637,0.0,0.0,0.0,98
638,0.0,0.0,0.0,98
639,0.0,0.0,0.25,98
640,0.0,0.0,0.0,98
641,0.0,0.0,0.0,98
642,0.0,0.0,0.0,98
643,0.0,0.0,0.0,98
644,0.0,0.0,0.0,98
645,0.0,0.0,0.0,98
646,0.0,0.0,0.0,98
647,0.0,0.0,0.0,98
648,0.0,0.0,0.0,98
649,0.0,0.0,0.0,98
650,0.0,0.0,0.0,98
651,0.0,0.0,0.0,98
652,0.0,0.0,0.0,98
653,0.0,0.0,0.0,98
654,0.0,0.0,0.0,98
655,0.0,0.0,0.0,98
656,1.0,1.0,1.0,99
657,0.0,0.0,0.0,99
658,0.0,0.0,0.0,99
659,0.0,0.0,0.0,99
660,0.0,0.0,0.0,99
661,0.0,0.0,0.2,99
662,1.0,1.0,1.0,100
663,0.0,0.0,0.2,100
664,0.0,0.0,0.0,100
665,0.0,0.0,0.0,100
666,0.0,0.0,0.0,100
667,0.0,0.0,0.0,100
668,1.0,1.0,1.0,101
669,1.0,1.0,1.0,102
670,0.0,0.0,0.0,102
671,0.0,0.0,0.0,102
672,0.0,0.0,0.0,102
673,0.0,0.0,0.0,102
674,0.0,0.0,0.0,102
675,0.0,0.0,0.0,102
676,0.0,0.0,0.0,102
677,1.0,1.0,1.0,103
678,0.0,0.0,0.0,103
679,1.0,1.0,1.0,104
680,0.0,0.0,0.0,104
681,0.0,0.0,0.0,104
682,0.0,0.0,0.0,104
683,0.0,0.0,0.0,104
684,0.0,0.0,0.0,104
685,0.0,0.0,0.0,104
686,0.0,0.0,0.0,104
687,0.0,0.0,0.0,104
688,0.0,0.0,0.0,104
689,0.0,0.0,0.0,104
690,0.0,0.0,0.0,104
691,0.0,0.0,0.0,104
692,0.0,0.0,0.0,104
693,0.0,0.0,0.0,104
694,0.0,0.0,0.0,104
695,0.0,0.0,0.3333333333333333,104
696,0.0,0.0,0.0,104
697,0.0,0.0,0.0,104
698,1.0,0.0,0.25,105
699,1.0,1.0,1.0,106
700,0.0,0.0,0.0,106
701,0.0,0.0,0.0,106
702,0.0,0.0,0.0,106
703,0.0,0.0,0.0,106
704,0.0,0.0,0.0,106
705,0.0,0.0,0.0,106
706,0.0,0.0,0.0,106
707,0.0,0.0,0.0,106
708,0.0,0.0,0.0,106
709,0.0,0.0,0.0,106
710,0.0,0.0,0.0,106
711,0.0,0.0,0.0,106
712,0.0,0.0,0.0,106
713,0.0,0.0,0.0,106
714,0.0,0.0,0.0,106
715,0.0,0.0,0.0,106
716,0.0,0.0,0.0,106
717,0.0,0.0,0.0,106
718,0.0,0.0,0.2,106
719,1.0,1.0,1.0,107
720,0.0,0.0,0.0,107
721,0.0,0.0,0.0,107
722,0.0,0.0,0.0,107
723,0.0,0.0,0.0,107
724,0.0,0.0,0.0,107
725,0.0,0.0,0.0,107
726,1.0,1.0,1.0,108
727,1.0,1.0,0.6,109
728,0.0,1.0,0.75,109
729,0.0,0.0,0.0,109
730,0.0,0.0,0.0,109
731,1.0,1.0,1.0,110
732,0.0,0.0,0.0,110
733,0.0,0.0,0.0,110
734,0.0,0.0,0.4,110
735,1.0,1.0,1.0,111
736,0.0,0.0,0.0,111
737,0.0,0.0,0.0,111
738,0.0,0.0,0.0,111
739,0.0,0.0,0.0,111
740,0.0,0.0,0.0,111
741,0.0,0.0,0.0,111
742,0.0,0.0,0.3333333333333333,111
743,0.0,0.0,0.0,111
744,1.0,1.0,1.0,112
745,0.0,0.0,0.0,112
746,0.0,0.0,0.25,112
747,0.0,0.0,0.0,112
748,1.0,1.0,1.0,113
749,0.0,0.0,0.0,113
750,0.0,0.0,0.0,113
751,0.0,0.0,0.0,113
752,0.0,0.0,0.0,113
753,0.0,0.0,0.5,113
754,0.0,0.0,0.0,113
755,1.0,0.0,0.3333333333333333,114
756,0.0,0.0,0.0,114
757,0.0,0.0,0.0,114
758,0.0,0.0,0.0,114
759,1.0,1.0,1.0,115
760,0.0,0.0,0.0,115
761,0.0,0.0,0.0,115
762,0.0,0.0,0.0,115
763,0.0,0.0,0.0,115
764,0.0,0.0,0.0,115
765,0.0,0.0,0.3333333333333333,115
766,0.0,0.0,0.0,115
767,0.0,0.0,0.0,115
768,0.0,0.0,0.0,115
769,0.0,0.0,0.0,115
770,0.0,0.0,0.4,115
771,0.0,0.0,0.0,115
772,0.0,0.0,0.0,115
773,0.0,0.0,0.0,115
774,0.0,0.0,0.0,115
775,1.0,1.0,1.0,116
776,0.0,0.0,0.0,116
777,0.0,0.0,0.0,116
778,0.0,0.0,0.0,116
779,0.0,0.0,0.0,116
780,0.0,0.0,0.0,116
781,0.0,0.0,0.0,116
782,0.0,0.0,0.0,116
783,0.0,0.0,0.0,116
784,0.0,0.0,0.0,116
785,0.0,0.0,0.0,116
786,0.0,0.0,0.0,116
787,0.0,0.0,0.0,116
788,0.0,0.0,0.0,116
789,0.0,0.0,0.0,116
790,0.0,0.0,0.0,116
791,0.0,0.0,0.0,116
792,0.0,0.0,0.0,116
793,0.0,0.0,0.0,116
794,0.0,0.0,0.0,116
795,1.0,1.0,0.6666666666666666,117
796,0.0,0.0,0.0,117
797,0.0,0.0,0.0,117
798,0.0,0.0,0.0,117
799,0.0,0.0,0.0,117
800,0.0,0.0,0.0,117
801,0.0,0.0,0.0,117
802,0.0,0.0,0.0,117
803,0.0,0.0,0.0,117
804,0.0,0.0,0.0,117
805,0.0,0.0,0.0,117
806,0.0,0.0,0.0,117
807,1.0,1.0,0.6666666666666666,118
808,0.0,0.0,0.0,118
809,0.0,0.0,0.0,118
810,0.0,0.0,0.0,118
811,1.0,0.0,0.5,119
812,0.0,0.0,0.0,119
813,0.0,0.0,0.0,119
814,0.0,0.0,0.0,119
815,0.0,0.0,0.0,119
816,0.0,0.0,0.0,119
817,1.0,1.0,1.0,120
818,1.0,1.0,1.0,121
819,0.0,0.0,0.0,121
820,1.0,1.0,1.0,122
821,0.0,0.0,0.0,122
822,0.0,0.0,0.0,122
823,0.0,0.0,0.0,122
824,0.0,0.0,0.0,122
825,0.0,0.0,0.0,122
826,1.0,1.0,1.0,123
827,0.0,0.0,0.3333333333333333,123
828,0.0,0.0,0.0,123
829,0.0,0.0,0.0,123
830,0.0,0.0,0.0,123
831,0.0,0.0,0.0,123
832,0.0,0.0,0.0,123
833,0.0,0.0,0.0,123
834,0.0,0.0,0.0,123
835,0.0,0.0,0.0,123
836,0.0,0.0,0.0,123
837,0.0,0.0,0.0,123
838,0.0,0.0,0.0,123
839,0.0,0.0,0.0,123
840,0.0,0.0,0.0,123
841,0.0,0.0,0.0,123
842,0.0,0.0,0.0,123
843,0.0,0.0,0.0,123
844,1.0,1.0,1.0,124
845,0.0,0.0,0.0,124
846,0.0,0.0,0.0,124
847,0.0,0.0,0.0,124
848,0.0,0.0,0.0,124
849,0.0,0.0,0.0,124
850,0.0,0.0,0.0,124
851,1.0,1.0,1.0,125
852,0.0,0.0,0.0,125
853,1.0,1.0,1.0,126
854,0.0,0.0,0.0,126
855,0.0,0.0,0.0,126
856,0.0,0.0,0.0,126
857,1.0,1.0,1.0,127
858,0.0,0.0,0.0,127
859,0.0,0.0,0.0,127
860,0.0,0.0,0.0,127
861,0.0,0.0,0.0,127
862,0.0,0.0,0.0,127
